,text,state,type_news,tags,n_of_tags,text_ml,numerical_sentiment,sentiment
198,"""Pero, ¿vamos a ayudar a todo el mundo? Porque si les vamos a dar sanidad, vivienda, educación... vamos a arreglar primero el drama de los españoles"", dijo Bertín Osborne en un programa de la cadena Distrito TV. ""¿Por qué no van todos a la mansión de Pabl",0,Fake,"['vamos', 'ayudar', 'mundo', 'vamos', 'sanidad', 'vivienda', 'educación', 'vamos', 'arreglar', 'primero', 'drama', 'españoles', 'bertín', 'osborne', 'programa', 'cadena', 'distrito', 'mansión']",18,vamos ayudar mundo vamos sanidad vivienda educación vamos arreglar primero drama españoles bertín osborne programa cadena distrito mansión,0.0003727048560702496,Very Negative
199,"Este es el peligroso reto, llamado 'juego de la muerte', que consiste en ahorcar a otra persona hasta dejarla inconsciente y que la policía está investigando tras detectarse varios casos entre menores de Granada. ",1,Real,"['peligroso', 'llamado', 'juego', 'muerte', 'consiste', 'ahorcar', 'persona', 'dejarla', 'inconsciente', 'policía', 'investigando', 'detectarse', 'varios', 'casos', 'menores', 'granada']",16,peligroso llamado juego muerte consiste ahorcar persona dejarla inconsciente policía investigando detectarse varios casos menores granada,0.07398322290710323,Very Negative
200,"El propietario de Casa Tarradellas se jacta de que da de comer a los muertos de hambre de los españoles y que su producción se hace en Gurb(Cataluña). Los productos Tarradellas se venden en Mercadona, todos lo embutidos, pizzas y demás son de este indesea",0,Fake,"['propietario', 'tarradellas', 'jacta', 'comer', 'muertos', 'hambre', 'españoles', 'producción', 'cataluña', 'productos', 'tarradellas', 'venden', 'mercadona', 'embutidos', 'pizzas', 'demás', 'indesea']",17,propietario tarradellas jacta comer muertos hambre españoles producción cataluña productos tarradellas venden mercadona embutidos pizzas demás indesea,0.0007933641573758086,Very Negative
201,"Un hombres de origen senegalés, uno de 38 años y otros de 25 años, han sido detenidos en la Playa de Palma tras ser sorprendidos vendiendo marihuana a turistas, ha informado este jueves la Jefatura Superior de la Policía Nacional. Las detenciones se produ",1,Real,"['hombres', 'origen', 'senegalés', 'detenidos', 'playa', 'palma', 'sorprendidos', 'vendiendo', 'marihuana', 'turistas', 'informado', 'jefatura', 'superior', 'policía', 'nacional', 'detenciones', 'produ']",17,hombres origen senegalés detenidos playa palma sorprendidos vendiendo marihuana turistas informado jefatura superior policía nacional detenciones produ,0.045542554347202474,Very Negative
202," El calor y la humedad favorecen la proliferación de insectos vectores de transmisión de enfermedades emergentes como el Dengue, el Zika o el Chikungunya El cambio climático y el turismo multiplican la proliferación de mosquitos y puede favorecer las en",1,Real,"['calor', 'humedad', 'favorecen', 'proliferación', 'insectos', 'vectores', 'transmisión', 'enfermedades', 'emergentes', 'dengue', 'chikungunya', 'cambio', 'climático', 'turismo', 'multiplican', 'proliferación', 'mosquitos', 'favorecer']",18,calor humedad favorecen proliferación insectos vectores transmisión enfermedades emergentes dengue chikungunya cambio climático turismo multiplican proliferación mosquitos favorecer,0.34444118867598716,Negative
203,"En contacto con la tierra, recostado sobre el lado derecho y con la cabeza en dirección a la Meca. Así deben de ser enterrados los musulmanes y así serán inhumados en el Nuevo Cementerio de Castellón, con la única salvedad de que el contacto con la tierra",1,Real,"['contacto', 'tierra', 'recostado', 'derecho', 'cabeza', 'dirección', 'deben', 'enterrados', 'musulmanes', 'inhumados', 'nuevo', 'cementerio', 'castellón', 'única', 'salvedad', 'contacto', 'tierra']",17,contacto tierra recostado derecho cabeza dirección deben enterrados musulmanes inhumados nuevo cementerio castellón única salvedad contacto tierra,0.002773192842035452,Very Negative
204,"Una supuesta carta abierta de Zlatko Dalic, técnico de la selección croata que el domingo logró por primera vez ser subcampeona del mundo, ha desatado una polémica en el país balcánico, antes de sembrar la confusión al revelarse que se trataba de una fals",0,Fake,"['supuesta', 'carta', 'abierta', 'zlatko', 'dalic', 'técnico', 'selección', 'croata', 'logró', 'primera', 'subcampeona', 'mundo', 'desatado', 'polémica', 'balcánico', 'sembrar', 'confusión', 'revelarse', 'trataba']",19,supuesta carta abierta zlatko dalic técnico selección croata logró primera subcampeona mundo desatado polémica balcánico sembrar confusión revelarse trataba,0.3315454088607339,Negative
205,‼INDIGNANTE‼ Las primeras Leyes aprobadas con la pinza PODEMOS-PSOE en el Congreso aumentan el sueldo a los presos. Ahora ganan el 46% más que un jubilado. ¡¡¡DIFUNDIDLO !!!,0,Fake,"['indignante', 'primeras', 'leyes', 'aprobadas', 'pinza', 'podemos', 'congreso', 'aumentan', 'sueldo', 'presos', 'ganan', 'jubilado', 'difundidlo']",13,indignante primeras leyes aprobadas pinza podemos congreso aumentan sueldo presos ganan jubilado difundidlo,0.31776367965613117,Negative
206,"Es comprensible la indignación de las militantes del PSOE de Gran Canaria ante las decisiones del secretario general del partido en la isla, Sebastián Franquis, al que acusan de ningunearlas de forma machista. Primero evitó nombrar a Isabel Mena -embaraza",1,Real,"['comprensible', 'indignación', 'militantes', 'canaria', 'decisiones', 'secretario', 'general', 'partido', 'sebastián', 'franquis', 'acusan', 'ningunearlas', 'forma', 'machista', 'primero', 'evitó', 'nombrar', 'isabel', 'embaraza']",19,comprensible indignación militantes canaria decisiones secretario general partido sebastián franquis acusan ningunearlas forma machista primero evitó nombrar isabel embaraza,0.09070707483399311,Very Negative
207,“Resu ototo no shokuryohin” (Hermano comestible) es el primer restaurante en el mundo que ofrece a sus clientes platillos hechos con carne humana y se encuentra en la ciudad de Tokio. Este establecimiento se ubica muy alejado de la capital de Japón pero s,0,Fake,"['ototo', 'shokuryohin', 'hermano', 'comestible', 'primer', 'restaurante', 'mundo', 'ofrece', 'clientes', 'platillos', 'hechos', 'carne', 'humana', 'encuentra', 'ciudad', 'tokio', 'establecimiento', 'ubica', 'alejado', 'capital', 'japón']",21,ototo shokuryohin hermano comestible primer restaurante mundo ofrece clientes platillos hechos carne humana encuentra ciudad tokio establecimiento ubica alejado capital japón,0.018513734427450045,Very Negative
208,"La Universidad pública volverá a congelar las tasas universitarias por cuarto año consecutivo. Como novedad, el próximo curso ampliará la exención de su pago al colectivo de los refugiados. Los inmigrantes acogidos, no pagarán nada, todo gratis. Hasta ah",0,Fake,"['universidad', 'pública', 'volverá', 'congelar', 'tasas', 'universitarias', 'cuarto', 'consecutivo', 'novedad', 'próximo', 'curso', 'ampliará', 'exención', 'colectivo', 'refugiados', 'inmigrantes', 'acogidos', 'pagarán', 'gratis']",19,universidad pública volverá congelar tasas universitarias cuarto consecutivo novedad próximo curso ampliará exención colectivo refugiados inmigrantes acogidos pagarán gratis,0.8923328504519846,Very Positive
209," Llevan ya cinco días a la deriva y piden un puerto seguro. El barco de la ONG española Open Arms , que en estas horas se encuentra a unas 24 millas de las costas de la isla siciliana de Lampedusa, pide poder desembarcar a las 121 personas que llevan en e",1,Real,"['llevan', 'cinco', 'deriva', 'piden', 'puerto', 'seguro', 'barco', 'española', 'horas', 'encuentra', 'millas', 'costas', 'siciliana', 'lampedusa', 'poder', 'desembarcar', 'personas', 'llevan']",18,llevan cinco deriva piden puerto seguro barco española horas encuentra millas costas siciliana lampedusa poder desembarcar personas llevan,0.27444834594859346,Negative
210,"Progenitor diferente de la madre biológica"". Increíble pero cierto. Es la nueva definición de ""padre"" que da el Gobierno de Pedro Sánchez para no ofender a los gais, a las familias monoparentales. A las feministas. A los progres. Y a los alérgicos al glut",0,Fake,"['progenitor', 'diferente', 'madre', 'biológica', 'increíble', 'cierto', 'nueva', 'definición', 'padre', 'gobierno', 'pedro', 'sánchez', 'ofender', 'familias', 'monoparentales', 'feministas', 'progres', 'alérgicos']",18,progenitor diferente madre biológica increíble cierto nueva definición padre gobierno pedro sánchez ofender familias monoparentales feministas progres alérgicos,0.1435243744211312,Very Negative
211,"Una fuente en una de las facciones palestinas reveló que existe un acuerdo entre los Estados Unidos y Canadá para que Canadá reciba 100,000 palestinos y España para recibir otros 16,000 palestinos.",0,Fake,"['fuente', 'facciones', 'palestinas', 'reveló', 'existe', 'acuerdo', 'unidos', 'canadá', 'canadá', 'reciba', 'palestinos', 'españa', 'recibir', 'palestinos']",14,fuente facciones palestinas reveló existe acuerdo unidos canadá canadá reciba palestinos españa recibir palestinos,0.610565159577483,Positive
212,Los hechos ocurrieron la mañana de ayer en el conocido Parque de la Naturaleza de Cabarceno en Cantabria cuando un grupo de ancianos procedentes de Palencia se encontraban visitando el parque durante su viaje del IMSERSO. Cuando el grupo de ancianos estab,0,Fake,"['hechos', 'ocurrieron', 'mañana', 'conocido', 'parque', 'naturaleza', 'cabarceno', 'cantabria', 'grupo', 'ancianos', 'procedentes', 'palencia', 'encontraban', 'visitando', 'parque', 'viaje', 'imserso', 'grupo', 'ancianos', 'estab']",20,hechos ocurrieron mañana conocido parque naturaleza cabarceno cantabria grupo ancianos procedentes palencia encontraban visitando parque viaje imserso grupo ancianos estab,0.6326181537269672,Positive
213,El diputado de ERC hacia una firme promesa que cumpliría el 2 de octubre si Cataluña no fuese independiente. Pero al darse cuenta de su enorme barbaridad elimina la prueba... o eso creía él. El siempre irreverente diputado nacional de Esquerra Republica d,0,Fake,"['diputado', 'hacia', 'firme', 'promesa', 'cumpliría', 'octubre', 'cataluña', 'independiente', 'darse', 'cuenta', 'enorme', 'barbaridad', 'elimina', 'prueba', 'creía', 'siempre', 'irreverente', 'diputado', 'nacional', 'esquerra', 'republica']",21,diputado hacia firme promesa cumpliría octubre cataluña independiente darse cuenta enorme barbaridad elimina prueba creía siempre irreverente diputado nacional esquerra republica,0.908789444451737,Very Positive
214, La ONG de rescate marítimo Open Arms ha recibido este jueves el XL Premio por la Paz que concede la Asociación por las Naciones Unidas en España (ANUE) por su labor en el Mediterráneo y la denuncia de las vulneraciones de derechos humanos de los migrant,1,Real,"['rescate', 'marítimo', 'recibido', 'premio', 'concede', 'asociación', 'naciones', 'unidas', 'españa', 'labor', 'mediterráneo', 'denuncia', 'vulneraciones', 'derechos', 'humanos', 'migrant']",16,rescate marítimo recibido premio concede asociación naciones unidas españa labor mediterráneo denuncia vulneraciones derechos humanos migrant,0.8652262535188773,Very Positive
215,APROBADO: OBLIGATORIO TENER UN ÁRBOL POR CASA O HABRÁ MULTA DE $1576.34 ANUAL HASTA PLANTAR UNO. El cabildo de Mérida aprobó por unanimidad sanción de $1576.34 que se verá reflejado en servicios municipales si no cuentas con un árbol al menos en casa. Est,0,Fake,"['aprobado', 'obligatorio', 'tener', 'árbol', 'multa', 'anual', 'plantar', 'cabildo', 'mérida', 'aprobó', 'unanimidad', 'sanción', 'reflejado', 'servicios', 'municipales', 'cuentas', 'árbol', 'menos']",18,aprobado obligatorio tener árbol multa anual plantar cabildo mérida aprobó unanimidad sanción reflejado servicios municipales cuentas árbol menos,0.278496350554591,Negative
216,"La imagen de un entierro en Nigeria ha dado la vuelta al mundo. En ella, se ve cómo varios hombres introducen un coche de alta gama en la fosa reservada en el suelo para un entierro. Pero la escena no es real, sino que pertenecería a una película. Su hist",0,Fake,"['imagen', 'entierro', 'nigeria', 'vuelta', 'mundo', 'varios', 'hombres', 'introducen', 'coche', 'reservada', 'suelo', 'entierro', 'escena', 'pertenecería', 'película']",15,imagen entierro nigeria vuelta mundo varios hombres introducen coche reservada suelo entierro escena pertenecería película,0.001449995128591975,Very Negative
217,"Alto Oficial de la Inteligencia Naval Militar de EE.UU, (Office of Naval Intelligence ONI) división administrativa que forma parte de la Corporación de Inteligencia de los Estados Unidos Col. Milton W. Cooper, revela que el VIH SIDA fue desarrollado en in",0,Fake,"['oficial', 'inteligencia', 'naval', 'militar', 'office', 'naval', 'intelligence', 'división', 'administrativa', 'forma', 'parte', 'corporación', 'inteligencia', 'unidos', 'milton', 'cooper', 'revela', 'desarrollado']",18,oficial inteligencia naval militar office naval intelligence división administrativa forma parte corporación inteligencia unidos milton cooper revela desarrollado,0.28224114454862254,Negative
218,Un agente israelí intenta estrangular a un niño palestino,0,Fake,"['agente', 'israelí', 'intenta', 'estrangular', 'palestino']",5,agente israelí intenta estrangular palestino,0.49789225920557484,Neutral
219,"Curiosa manera de defender y promover la igualdad entre todos los ciudadanos. El Ayuntamiento de Madrid y la Empresa Municipal de Transportes (EMT) de la capital de España, coincidiendo con el Orgullo Gay, han firmado un convenio de colaboración con el o",0,Fake,"['curiosa', 'manera', 'defender', 'promover', 'igualdad', 'ciudadanos', 'ayuntamiento', 'madrid', 'empresa', 'municipal', 'transportes', 'capital', 'españa', 'coincidiendo', 'orgullo', 'firmado', 'convenio', 'colaboración']",18,curiosa manera defender promover igualdad ciudadanos ayuntamiento madrid empresa municipal transportes capital españa coincidiendo orgullo firmado convenio colaboración,0.9614214602791258,Very Positive
220,"El alcalde en funciones de Las Palmas de Gran Canaria, Javier Doreste (Podemos), ha defendido este martes que querer llamar de otra forma a la violencia machista es ""alinearse con los asesinos de las mujeres"". Así se ha manifestado el primer teniente de a",1,Real,"['alcalde', 'funciones', 'palmas', 'canaria', 'javier', 'doreste', 'podemos', 'defendido', 'querer', 'llamar', 'forma', 'violencia', 'machista', 'alinearse', 'asesinos', 'mujeres', 'manifestado', 'primer', 'teniente']",19,alcalde funciones palmas canaria javier doreste podemos defendido querer llamar forma violencia machista alinearse asesinos mujeres manifestado primer teniente,0.0003314349885081546,Very Negative
221,"Él es Raúl. Era un ex-militar que mientras estaba en el supermercado, encontró una bomba y se sacrificó para que nadie muera. Lamentablemente, su amigo Rodolfo también murió debido al impacto de la explosión... Como no es porno no compartirán",0,Fake,"['militar', 'mientras', 'supermercado', 'encontró', 'bomba', 'sacrificó', 'nadie', 'muera', 'lamentablemente', 'amigo', 'rodolfo', 'murió', 'debido', 'impacto', 'explosión', 'porno', 'compartirán']",17,militar mientras supermercado encontró bomba sacrificó nadie muera lamentablemente amigo rodolfo murió debido impacto explosión porno compartirán,0.006359336696378272,Very Negative
222,"Investigadores de la Universidad CEU Cardenal Herrera (CEU-UCH) y de la Universidad alemana de Tübigen han descubierto que un fármaco contra el cáncer podría servir como posible nueva terapia para la retinosis pigmentaria hereditaria, una patología degene",1,Real,"['investigadores', 'universidad', 'cardenal', 'herrera', 'universidad', 'alemana', 'tübigen', 'descubierto', 'fármaco', 'cáncer', 'podría', 'servir', 'posible', 'nueva', 'terapia', 'retinosis', 'pigmentaria', 'hereditaria', 'patología', 'degene']",20,investigadores universidad cardenal herrera universidad alemana tübigen descubierto fármaco cáncer podría servir posible nueva terapia retinosis pigmentaria hereditaria patología degene,0.01395957167190496,Very Negative
223,"Una youtuber feminista pide matar a todos los hombres y bebés varones por no ser mujeres. ¿Qué pasaría si un hombre pidiera matar a todas las mujeres? Pues que posiblemente, dicha persona sería juzgado y criticado en todas las redes sociales, algo totalme",0,Fake,"['youtuber', 'feminista', 'matar', 'hombres', 'bebés', 'varones', 'mujeres', 'pasaría', 'hombre', 'pidiera', 'matar', 'mujeres', 'posiblemente', 'dicha', 'persona', 'juzgado', 'criticado', 'redes', 'sociales', 'totalme']",20,youtuber feminista matar hombres bebés varones mujeres pasaría hombre pidiera matar mujeres posiblemente dicha persona juzgado criticado redes sociales totalme,0.005101793496394833,Very Negative
224,"La acción es buena. Muy buena. Hay que forzar la reacción violenta de los independentistas. El relato de rotura social lo tenemos bien construido pero faltan actos de violencia suyos donde consolidarlo. Al final saltarán, es cuestión de insistir.",0,Fake,"['acción', 'buena', 'buena', 'forzar', 'reacción', 'violenta', 'relato', 'rotura', 'social', 'construido', 'faltan', 'actos', 'violencia', 'consolidarlo', 'final', 'saltarán', 'cuestión', 'insistir']",18,acción buena buena forzar reacción violenta relato rotura social construido faltan actos violencia consolidarlo final saltarán cuestión insistir,0.6649519846295784,Positive
225,Lo que en principio era una visita médica para informarse del proceso de fecundación in vitro se ha convertido en una auténtica pesadilla para una pareja de Mississippi. El médico les dio la noticia que nunca habrían pensado escuchar. El matrimonio protag,0,Fake,"['principio', 'visita', 'médica', 'informarse', 'proceso', 'fecundación', 'vitro', 'convertido', 'auténtica', 'pesadilla', 'pareja', 'mississippi', 'médico', 'noticia', 'nunca', 'pensado', 'escuchar', 'matrimonio', 'protag']",19,principio visita médica informarse proceso fecundación vitro convertido auténtica pesadilla pareja mississippi médico noticia nunca pensado escuchar matrimonio protag,0.029766071318779657,Very Negative
226,"La estrella del Juventus, de 34 años de edad, donó 1.5 millones de dólares para responder la necesidad de los palestinos musulmanes por el mes de Ramadán. El futbolista portugués, Cristiano Ronaldo, uno de los mejores futbolistas del planeta, continúa ayu",0,Fake,"['estrella', 'juventus', 'millones', 'dólares', 'responder', 'necesidad', 'palestinos', 'musulmanes', 'ramadán', 'futbolista', 'portugués', 'cristiano', 'ronaldo', 'mejores', 'futbolistas', 'planeta', 'continúa']",17,estrella juventus millones dólares responder necesidad palestinos musulmanes ramadán futbolista portugués cristiano ronaldo mejores futbolistas planeta continúa,0.31674007003389604,Negative
227,"Aquí tenemos un recibo auténtico de lo que cobran los menas por la llamada ""Renta Mínima de Reinserción"" nuestros padres y abuelos toda la vida trabajando para una miserable pensión y estos ane se dedican a robar -pegar y violar una paga de más de 600 eur",0,Fake,"['recibo', 'auténtico', 'cobran', 'menas', 'llamada', 'renta', 'mínima', 'reinserción', 'padres', 'abuelos', 'trabajando', 'miserable', 'pensión', 'dedican', 'robar', 'pegar', 'violar']",17,recibo auténtico cobran menas llamada renta mínima reinserción padres abuelos trabajando miserable pensión dedican robar pegar violar,0.002894697586148109,Very Negative
228,"Exteriores cree que Rusia ""ha sobrerreacionado"" al citar al embajador español por unas declaraciones de Borrell",1,Real,"['exteriores', 'rusia', 'citar', 'embajador', 'español', 'declaraciones', 'borrell']",7,exteriores rusia citar embajador español declaraciones borrell,0.32565884406638995,Negative
229,La Policía de la localidad de Plymouth (Inglaterra) está probando ya un nuevo método para controlar la velocidad. Se trata de un camión camuflado en circulación con radar incorporado. Estamos acostumbrados y hasta casi hemos memorizado cuáles son los mode,0,Fake,"['policía', 'localidad', 'plymouth', 'inglaterra', 'probando', 'nuevo', 'método', 'controlar', 'velocidad', 'trata', 'camión', 'camuflado', 'circulación', 'radar', 'incorporado', 'acostumbrados', 'memorizado', 'cuáles']",18,policía localidad plymouth inglaterra probando nuevo método controlar velocidad trata camión camuflado circulación radar incorporado acostumbrados memorizado cuáles,0.47786807188963454,Neutral
230,"Los hechos ocurrían el pasado sábado en un conocido Salón de Celebraciones de las afueras de Valencia cuando, tras celebrar una boda civil en el propio Salón e iniciarse el banquete, la novia empezó a recorrer las mesas de los invitados obsequiando sin di",0,Fake,"['hechos', 'ocurrían', 'pasado', 'sábado', 'conocido', 'salón', 'celebraciones', 'afueras', 'valencia', 'celebrar', 'civil', 'propio', 'salón', 'iniciarse', 'banquete', 'novia', 'empezó', 'recorrer', 'mesas', 'invitados', 'obsequiando']",21,hechos ocurrían pasado sábado conocido salón celebraciones afueras valencia celebrar civil propio salón iniciarse banquete novia empezó recorrer mesas invitados obsequiando,0.01881090145043065,Very Negative
231,"Jefff Bezos, x mis continuos viajes a la Patagonia, tengo el pulso del apasionante país donde no se logran poner de acuerdo en nada. Salvo cuando ganan mundial o ante los millones q desesperan x un libro de CFK.",0,Fake,"['jefff', 'bezos', 'continuos', 'viajes', 'patagonia', 'pulso', 'apasionante', 'logran', 'poner', 'acuerdo', 'salvo', 'ganan', 'mundial', 'millones', 'desesperan', 'libro']",16,jefff bezos continuos viajes patagonia pulso apasionante logran poner acuerdo salvo ganan mundial millones desesperan libro,0.2366377957318556,Negative
232,"La vicepresidenta del Gobierno y ministra de la Presidencia, Relaciones con las Cortes e Igualdad, Carmen Calvo, ha propuesto hoy una reforma del Código Penal y de la Ley de Enjuiciamiento Criminal para garantizar que los tipos penales no se pongan ""en ri",0,Fake,"['vicepresidenta', 'gobierno', 'ministra', 'presidencia', 'relaciones', 'cortes', 'igualdad', 'carmen', 'calvo', 'propuesto', 'reforma', 'código', 'penal', 'enjuiciamiento', 'criminal', 'garantizar', 'tipos', 'penales', 'pongan']",19,vicepresidenta gobierno ministra presidencia relaciones cortes igualdad carmen calvo propuesto reforma código penal enjuiciamiento criminal garantizar tipos penales pongan,0.2534026497759174,Negative
233,"El Consejo de Ministros ha dado este viernes luz verde a la concesión a Marruecos de una ayuda de 32,3 millones de euros para el control de la inmigración irregular, según ha informado el Gobierno. Se trata de una ayuda de cooperación policial internacion",1,Real,"['consejo', 'ministros', 'verde', 'concesión', 'marruecos', 'ayuda', 'millones', 'euros', 'control', 'inmigración', 'irregular', 'informado', 'gobierno', 'trata', 'ayuda', 'cooperación', 'policial', 'internacion']",18,consejo ministros verde concesión marruecos ayuda millones euros control inmigración irregular informado gobierno trata ayuda cooperación policial internacion,0.03896004783729442,Very Negative
234,"l viceconsejero del Menor y Familia de Melilla, Abderrahim Mohamed, ha dicho hoy que al término de esta legislatura la Ciudad Autónoma devolverá las competencias de menores al Estado si en este tiempo no se pone en práctica el tratado de reintegración de ",1,Real,"['viceconsejero', 'menor', 'familia', 'melilla', 'abderrahim', 'mohamed', 'dicho', 'término', 'legislatura', 'ciudad', 'autónoma', 'devolverá', 'competencias', 'menores', 'tiempo', 'práctica', 'tratado', 'reintegración']",18,viceconsejero menor familia melilla abderrahim mohamed dicho término legislatura ciudad autónoma devolverá competencias menores tiempo práctica tratado reintegración,0.5723364497496727,Neutral
235,Ciccone gana la etapa reina del Giro y Carapaz y Nibali se alían para batir a Roglic en el Mortirolo. ,1,Real,"['ciccone', 'etapa', 'reina', 'carapaz', 'nibali', 'alían', 'batir', 'roglic', 'mortirolo']",9,ciccone etapa reina carapaz nibali alían batir roglic mortirolo,0.49789225920557484,Neutral
236,"Parece que para los gobiernos regionales y el propio Ejecutivo central la prioridad son los inmigrantes frente a los ciudadanos españoles, algo triste que, por suerte, todavía hay gente dentro de la clase política que lo denuncia. Para los que se pregunte",0,Fake,"['parece', 'gobiernos', 'regionales', 'propio', 'ejecutivo', 'central', 'prioridad', 'inmigrantes', 'frente', 'ciudadanos', 'españoles', 'triste', 'suerte', 'todavía', 'gente', 'dentro', 'clase', 'política', 'denuncia', 'pregunte']",20,parece gobiernos regionales propio ejecutivo central prioridad inmigrantes frente ciudadanos españoles triste suerte todavía gente dentro clase política denuncia pregunte,0.0038097363372357044,Very Negative
237," Vaya manera de morir. Angelito. Intenta complacer a su amante y le viene a buscar el de la guadaña. Habitualmente la asfixia se produce por carne, pero en este caso se trató de semen. Sí, semen. Lo que nos ha traído a todos a este mundo. Llamemos a nue",0,Fake,"['manera', 'morir', 'angelito', 'intenta', 'complacer', 'amante', 'viene', 'buscar', 'guadaña', 'habitualmente', 'asfixia', 'produce', 'carne', 'trató', 'semen', 'semen', 'traído', 'mundo', 'llamemos']",19,manera morir angelito intenta complacer amante viene buscar guadaña habitualmente asfixia produce carne trató semen semen traído mundo llamemos,0.0025674512451977537,Very Negative
238,"Allá donde buscan los científicos, allá que encuentran restos de plásticos. Incluso en las profundidades del océano o como acaban de comprobar ahora, en zonas remotas cubiertas por el hielo. Un nuevo estudio publicado este miércoles constata la presencia ",1,Real,"['buscan', 'científicos', 'encuentran', 'restos', 'plásticos', 'incluso', 'profundidades', 'océano', 'acaban', 'comprobar', 'zonas', 'remotas', 'cubiertas', 'hielo', 'nuevo', 'estudio', 'publicado', 'constata', 'presencia']",19,buscan científicos encuentran restos plásticos incluso profundidades océano acaban comprobar zonas remotas cubiertas hielo nuevo estudio publicado constata presencia,0.46392090621171644,Neutral
239,¡QUE HORROR! Estos son los libros que el Ministerio de Educación estaría haciendo circular en las Escuelas Públicas. Una verdadera apología a la homosexualidad.,0,Fake,"['horror', 'libros', 'ministerio', 'educación', 'haciendo', 'circular', 'escuelas', 'públicas', 'verdadera', 'apología', 'homosexualidad']",11,horror libros ministerio educación haciendo circular escuelas públicas verdadera apología homosexualidad,0.03207753986328398,Very Negative
240, La Central Sindical Independiente y de Funcionarios (CSIF) ha llevado a cabo un balance negativo sobre la seguridad y cuidados de la salud que reciben los empleados públicos de Castilla-La Mancha y ha advertido de la parálisis en este sentido. En un com,1,Real,"['central', 'sindical', 'independiente', 'funcionarios', 'llevado', 'balance', 'negativo', 'seguridad', 'cuidados', 'salud', 'reciben', 'empleados', 'públicos', 'castilla', 'mancha', 'advertido', 'parálisis']",17,central sindical independiente funcionarios llevado balance negativo seguridad cuidados salud reciben empleados públicos castilla mancha advertido parálisis,0.4922645571826604,Neutral
241,¿Sabías esto? Que el color que aparece en el tubo de la crema dental es de vital importancia. Rojo: 90% químicos y 10% natural. Azul: 65% químicos y 35% natural. Negro: 50% químicos y 50% natural. Verde: 100% productos naturales,0,Fake,"['sabías', 'color', 'aparece', 'crema', 'dental', 'vital', 'importancia', 'químicos', 'natural', 'químicos', 'natural', 'negro', 'químicos', 'natural', 'verde', 'productos', 'naturales']",17,sabías color aparece crema dental vital importancia químicos natural químicos natural negro químicos natural verde productos naturales,0.1829655582983841,Very Negative
242,"El acusado del crimen de una niña de 4 años, hija menor de su pareja, ""maltrató reiteradamente"" a la pequeña durante más de un mes, la violó y la mató a golpes, ha asegurado este jueves la fiscal en el juicio que se sigue contra Roberto H.H. y la madre de",1,Real,"['acusado', 'crimen', 'menor', 'pareja', 'maltrató', 'reiteradamente', 'pequeña', 'violó', 'golpes', 'asegurado', 'fiscal', 'juicio', 'sigue', 'roberto', 'madre']",15,acusado crimen menor pareja maltrató reiteradamente pequeña violó golpes asegurado fiscal juicio sigue roberto madre,0.10959118919901335,Very Negative
243,"Si el día de mañana su hijo crece y le pregunta quién es su padre, esta vez sí que podrá decirle, y con toda la razón, que su papá es un cerdo. Literalmente. Angie Houston, una mujer norteamericana del Estado de Texas, se ha hecho famosa en los medios de",0,Fake,"['mañana', 'crece', 'pregunta', 'quién', 'padre', 'podrá', 'decirle', 'razón', 'cerdo', 'literalmente', 'angie', 'houston', 'mujer', 'norteamericana', 'texas', 'famosa', 'medios']",17,mañana crece pregunta quién padre podrá decirle razón cerdo literalmente angie houston mujer norteamericana texas famosa medios,0.019058157780313383,Very Negative
244,El PSOE recurrirá un error en el recuento de votos en León que le podría dar el ayuntamiento,1,Real,"['recurrirá', 'error', 'recuento', 'votos', 'podría', 'ayuntamiento']",6,recurrirá error recuento votos podría ayuntamiento,0.06231889744192182,Very Negative
245,"El pensamiento feminista, que nació con la noble y justa finalidad de hallar la igualdad entre hombre y mujer, está cada vez más radicalizado. La búsqueda de la lógica paridad entre sexos, ha dado paso a un pensamiento psicótico que encuentra su mejor def",0,Fake,"['pensamiento', 'feminista', 'nació', 'noble', 'justa', 'finalidad', 'hallar', 'igualdad', 'hombre', 'mujer', 'radicalizado', 'búsqueda', 'lógica', 'paridad', 'sexos', 'pensamiento', 'psicótico', 'encuentra', 'mejor']",19,pensamiento feminista nació noble justa finalidad hallar igualdad hombre mujer radicalizado búsqueda lógica paridad sexos pensamiento psicótico encuentra mejor,0.20253602142906116,Negative
246,"El primer occidental en visitar el primer restaurante caníbal ha sido un ciudadano Argentino que ha preferido que su identidad no sea revelada, y al que llamaremos por las siglas RP. Aunque no ha trascendido mucho a los medios occidentales, lo cierto es q",0,Fake,"['primer', 'occidental', 'visitar', 'primer', 'restaurante', 'caníbal', 'ciudadano', 'argentino', 'preferido', 'identidad', 'revelada', 'llamaremos', 'siglas', 'aunque', 'trascendido', 'medios', 'occidentales', 'cierto']",18,primer occidental visitar primer restaurante caníbal ciudadano argentino preferido identidad revelada llamaremos siglas aunque trascendido medios occidentales cierto,0.042396565754529575,Very Negative
